partner_pk,delivery_partner_id,age,partner_rating,vehicle_type
29175,MYSRES01DEL03,27,4.9,scooter 
29176,MUMRES18DEL02,21,4.6,scooter 
29177,SURRES03DEL02,24,4.8,scooter 
29178,BHPRES19DEL02,32,4.9,scooter 
29179,INDORES13DEL02,26,4.6,scooter 
29180,BANGRES08DEL03,21,4.6,scooter 
29181,VADRES02DEL02,33,4.7,scooter 
29182,KOCRES02DEL03,26,4.8,electric_scooter 
29183,MYSRES11DEL03,39,4.9,motorcycle 
29184,RANCHIRES05DEL03,22,4.8,motorcycle 
29185,SURRES06DEL01,24,4.5,scooter 
29186,MYSRES09DEL03,21,4.8,motorcycle 
29187,INDORES12DEL03,32,4.8,electric_scooter 
29188,KOLRES03DEL03,35,4.7,motorcycle 
29189,HYDRES19DEL03,30,4.9,motorcycle 
29190,CHENRES11DEL03,22,4.7,motorcycle 
29191,RANCHIRES15DEL02,30,4.1,motorcycle 
29192,COIMBRES06DEL02,24,4.2,motorcycle 
29193,MUMRES12DEL01,35,5.0,scooter 
29194,VADRES02DEL03,27,4.6,motorcycle 
29195,SURRES010DEL02,32,4.7,motorcycle 
29196,PUNERES13DEL01,24,4.8,motorcycle 
29197,MUMRES09DEL02,39,4.9,motorcycle 
29198,MUMRES05DEL02,28,4.8,scooter 
29199,JAPRES06DEL03,22,4.9,motorcycle 
29200,VADRES13DEL01,29,4.6,motorcycle 
29201,ALHRES12DEL02,20,4.7,motorcycle 
29202,JAPRES20DEL02,34,4.8,motorcycle 
29203,PUNERES06DEL03,31,4.7,scooter 
29204,CHENRES12DEL01,20,4.8,motorcycle 
29205,PUNERES01DEL01,37,4.9,scooter 
29206,SURRES17DEL01,21,4.2,scooter 
29207,BANGRES03DEL02,31,4.1,motorcycle 
29208,RANCHIRES09DEL02,27,5.0,scooter 
29209,BANGRES02DEL02,28,4.7,scooter 
29210,INDORES09DEL03,37,4.0,scooter 
29211,KNPRES01DEL01,22,4.7,electric_scooter 
29212,COIMBRES20DEL01,22,4.9,motorcycle 
29213,BANGRES11DEL01,33,5.0,motorcycle 
29214,LUDHRES09DEL03,27,4.8,motorcycle 
29215,PUNERES12DEL02,34,4.6,scooter 
29216,MYSRES01DEL01,33,4.9,motorcycle 
29217,BANGRES02DEL02,33,4.6,motorcycle 
29218,SURRES010DEL03,25,4.9,motorcycle 
29219,KOCRES20DEL01,29,4.6,electric_scooter 
29220,BANGRES15DEL01,29,4.9,motorcycle 
29221,HYDRES06DEL01,26,4.3,motorcycle 
29222,MUMRES05DEL01,24,4.9,scooter 
29223,RANCHIRES06DEL01,23,4.6,motorcycle 
29224,LUDHRES07DEL03,22,4.9,motorcycle 
29225,HYDRES16DEL03,25,5.0,motorcycle 
29226,MYSRES08DEL03,20,4.7,motorcycle 
29227,KOCRES14DEL01,32,4.9,scooter 
29228,JAPRES04DEL03,23,3.2,motorcycle 
29229,AGRRES19DEL01,25,5.0,scooter 
29230,COIMBRES09DEL03,30,4.7,electric_scooter 
29231,COIMBRES010DEL02,27,4.7,scooter 
29232,COIMBRES17DEL03,28,4.6,scooter 
29233,KOLRES18DEL01,21,4.6,motorcycle 
29234,INDORES07DEL02,30,4.7,motorcycle 
29235,MUMRES01DEL01,31,4.7,scooter 
29236,INDORES09DEL03,20,4.1,motorcycle 
29237,KOCRES18DEL02,28,4.9,scooter 
29238,MUMRES03DEL01,26,4.5,motorcycle 
29239,RANCHIRES07DEL01,25,4.7,motorcycle 
29240,KOCRES03DEL02,21,4.3,motorcycle 
29241,CHENRES08DEL02,37,4.5,scooter 
29242,VADRES02DEL01,25,4.8,motorcycle 
29243,RANCHIRES02DEL03,35,4.9,motorcycle 
29244,RANCHIRES04DEL01,37,4.8,scooter 
29245,JAPRES08DEL03,22,5.0,motorcycle 
29246,AURGRES09DEL01,31,4.6,scooter 
29247,VADRES12DEL02,21,4.9,motorcycle 
29248,MUMRES06DEL01,29,4.7,scooter 
29249,ALHRES19DEL01,32,4.6,electric_scooter 
29250,JAPRES16DEL03,21,4.7,scooter 
29251,PUNERES11DEL03,29,5.0,motorcycle 
29252,SURRES20DEL02,36,4.9,motorcycle 
29253,KNPRES17DEL01,21,4.2,motorcycle 
29254,RANCHIRES08DEL01,27,4.1,scooter 
29255,VADRES01DEL01,34,3.9,scooter 
29256,COIMBRES18DEL02,30,4.1,motorcycle 
29257,RANCHIRES13DEL01,20,4.8,electric_scooter 
29258,MUMRES14DEL02,36,4.6,motorcycle 
29259,BANGRES03DEL02,34,4.3,scooter 
29260,MYSRES04DEL01,29,4.6,motorcycle 
29261,CHENRES17DEL03,39,4.6,motorcycle 
29262,SURRES09DEL01,24,4.6,scooter 
29263,INDORES17DEL01,28,4.0,motorcycle 
29264,HYDRES11DEL03,20,4.6,motorcycle 
29265,INDORES15DEL02,22,4.7,motorcycle 
29266,VADRES07DEL01,38,4.2,electric_scooter 
29267,HYDRES08DEL01,38,4.7,motorcycle 
29268,VADRES02DEL02,35,4.3,motorcycle 
29269,LUDHRES01DEL01,38,5.0,scooter 
29270,VADRES19DEL02,24,4.9,electric_scooter 
29271,INDORES11DEL02,31,4.3,scooter 
29272,ALHRES19DEL02,29,4.8,scooter 
29273,COIMBRES05DEL02,24,4.8,motorcycle 
29274,KOCRES02DEL02,39,4.9,motorcycle 
29275,AURGRES04DEL01,25,4.7,motorcycle 
29276,MYSRES16DEL01,23,4.6,motorcycle 
29277,COIMBRES15DEL03,25,4.7,motorcycle 
29278,COIMBRES03DEL03,33,4.7,motorcycle 
29279,BANGRES19DEL03,35,4.0,motorcycle 
29280,PUNERES08DEL02,33,4.9,electric_scooter 
29281,AGRRES19DEL01,33,4.0,motorcycle 
29282,VADRES04DEL01,22,4.8,electric_scooter 
29283,AURGRES19DEL03,27,4.8,scooter 
29284,AURGRES07DEL01,28,4.0,motorcycle 
29285,CHENRES04DEL01,20,4.3,motorcycle 
29286,MYSRES07DEL03,37,4.6,scooter 
29287,COIMBRES01DEL01,35,4.8,motorcycle 
29288,SURRES16DEL02,31,4.6,motorcycle 
29289,MYSRES11DEL03,26,4.7,motorcycle 
29290,MUMRES13DEL03,36,4.7,scooter 
29291,INDORES06DEL02,24,4.8,motorcycle 
29292,SURRES02DEL02,34,4.5,scooter 
29293,JAPRES010DEL01,30,4.7,motorcycle 
29294,ALHRES06DEL03,28,4.6,motorcycle 
29295,CHENRES20DEL01,30,4.3,scooter 
29296,MYSRES05DEL02,37,4.7,scooter 
29297,SURRES01DEL02,32,4.7,motorcycle 
29298,HYDRES03DEL03,20,5.0,motorcycle 
29299,BANGRES19DEL01,26,4.6,scooter 
29300,RANCHIRES01DEL01,29,4.5,motorcycle 
29301,SURRES13DEL03,39,4.9,scooter 
29302,SURRES15DEL02,36,5.0,scooter 
29303,CHENRES20DEL02,20,4.5,scooter 
29304,INDORES11DEL01,29,5.0,motorcycle 
29305,MUMRES18DEL02,27,4.6,motorcycle 
29306,BHPRES19DEL02,25,4.4,electric_scooter 
29307,CHENRES19DEL03,26,4.7,electric_scooter 
29308,JAPRES12DEL02,39,3.9,scooter 
29309,HYDRES08DEL02,25,5.0,scooter 
29310,GOARES15DEL02,23,4.2,electric_scooter 
29311,VADRES03DEL01,25,4.5,scooter 
29312,ALHRES19DEL03,37,4.7,motorcycle 
29313,PUNERES18DEL02,38,4.1,scooter 
29314,JAPRES16DEL03,39,4.5,scooter 
29315,INDORES19DEL01,34,4.9,motorcycle 
29316,MYSRES11DEL02,27,4.9,motorcycle 
29317,MYSRES18DEL03,35,4.7,scooter 
29318,MUMRES17DEL02,26,4.9,scooter 
29319,HYDRES010DEL01,39,4.6,scooter 
29320,COIMBRES13DEL03,34,4.6,motorcycle 
29321,VADRES03DEL01,22,4.7,motorcycle 
29322,SURRES08DEL01,31,4.8,motorcycle 
29323,HYDRES13DEL02,30,4.4,scooter 
29324,MUMRES12DEL02,31,4.1,motorcycle 
29325,MYSRES04DEL01,23,4.9,motorcycle 
29326,MUMRES01DEL02,26,4.5,motorcycle 
29327,AGRRES02DEL02,25,4.3,motorcycle 
29328,BANGRES010DEL01,39,4.8,motorcycle 
29329,PUNERES15DEL03,25,4.7,scooter 
29330,PUNERES11DEL01,24,4.8,scooter 
29331,JAPRES12DEL01,31,5.0,scooter 
29332,COIMBRES20DEL02,37,4.6,scooter 
29333,VADRES16DEL03,25,5.0,scooter 
29334,SURRES010DEL03,22,5.0,motorcycle 
29335,MYSRES09DEL02,23,4.9,scooter 
29336,VADRES17DEL03,30,4.2,motorcycle 
29337,BANGRES07DEL02,26,4.8,scooter 
29338,SURRES05DEL03,27,4.9,motorcycle 
29339,BANGRES14DEL02,39,4.5,motorcycle 
29340,BANGRES05DEL02,24,4.9,motorcycle 
29341,HYDRES13DEL03,31,4.6,motorcycle 
29342,VADRES17DEL02,29,4.6,motorcycle 
29343,MUMRES14DEL03,24,4.5,motorcycle 
29344,RANCHIRES09DEL02,28,4.9,motorcycle 
29345,MYSRES04DEL01,25,4.6,motorcycle 
29346,MYSRES07DEL02,30,4.8,electric_scooter 
29347,CHENRES010DEL02,37,3.5,motorcycle 
29348,KOCRES04DEL02,36,4.5,motorcycle 
29349,INDORES19DEL02,30,4.6,scooter 
29350,HYDRES010DEL01,36,4.8,electric_scooter 
29351,MUMRES20DEL01,36,3.7,motorcycle 
29352,CHENRES01DEL01,21,5.0,scooter 
29353,LUDHRES15DEL01,20,4.6,scooter 
29354,BANGRES16DEL03,39,4.8,motorcycle 
29355,PUNERES03DEL02,36,4.4,motorcycle 
29356,JAPRES15DEL02,34,4.6,scooter 
29357,MYSRES03DEL03,37,4.6,electric_scooter 
29358,AURGRES09DEL01,29,4.6,motorcycle 
29359,KNPRES06DEL03,37,4.8,motorcycle 
29360,PUNERES11DEL02,29,4.9,electric_scooter 
29361,VADRES05DEL02,38,5.0,motorcycle 
29362,AURGRES15DEL03,30,4.8,scooter 
29363,ALHRES010DEL01,26,4.8,motorcycle 
29364,KNPRES16DEL03,28,4.8,scooter 
29365,KNPRES11DEL02,27,4.3,scooter 
29366,CHENRES13DEL02,29,4.6,scooter 
29367,KNPRES16DEL01,29,4.7,motorcycle 
29368,INDORES16DEL02,23,4.3,motorcycle 
29369,RANCHIRES16DEL03,30,4.8,scooter 
29370,CHENRES09DEL01,20,4.5,motorcycle 
29371,RANCHIRES05DEL02,37,4.8,motorcycle 
29372,SURRES14DEL01,21,4.7,motorcycle 
29373,KNPRES18DEL01,31,4.9,scooter 
29374,JAPRES06DEL03,25,4.5,scooter 
29375,SURRES13DEL01,38,4.8,scooter 
29376,KOLRES08DEL03,26,4.7,motorcycle 
29377,MUMRES04DEL02,39,4.8,scooter 
29378,INDORES02DEL02,22,5.0,scooter 
29379,DEHRES17DEL03,30,4.0,motorcycle 
29380,BANGRES17DEL02,21,4.7,motorcycle 
29381,JAPRES14DEL01,27,5.0,motorcycle 
29382,HYDRES02DEL03,20,4.5,motorcycle 
29383,INDORES13DEL02,37,4.3,motorcycle 
29384,VADRES06DEL02,24,3.4,scooter 
29385,COIMBRES03DEL01,27,4.8,motorcycle 
29386,RANCHIRES09DEL03,39,4.7,motorcycle 
29387,RANCHIRES14DEL02,36,4.3,scooter 
29388,AURGRES07DEL02,29,4.6,motorcycle 
29389,RANCHIRES13DEL01,39,4.8,motorcycle 
29390,VADRES16DEL02,28,4.9,motorcycle 
29391,VADRES07DEL03,37,4.8,electric_scooter 
29392,LUDHRES14DEL02,37,4.9,motorcycle 
29393,MUMRES15DEL02,36,4.1,motorcycle 
29394,PUNERES15DEL01,37,4.0,scooter 
29395,VADRES03DEL02,29,4.1,motorcycle 
29396,RANCHIRES08DEL03,35,4.9,motorcycle 
29397,JAPRES17DEL02,33,5.0,motorcycle 
29398,COIMBRES08DEL02,32,4.7,motorcycle 
29399,COIMBRES20DEL01,21,4.6,motorcycle 
29400,PUNERES02DEL02,26,4.6,motorcycle 
29401,COIMBRES05DEL01,21,4.9,motorcycle 
29402,ALHRES09DEL01,38,4.7,scooter 
29403,BHPRES010DEL01,37,4.7,motorcycle 
29404,KOLRES12DEL02,20,4.7,scooter 
29405,INDORES010DEL01,34,4.7,motorcycle 
29406,VADRES03DEL02,21,4.5,motorcycle 
29407,AGRRES07DEL01,22,5.0,scooter 
29408,CHENRES20DEL01,22,4.5,motorcycle 
29409,HYDRES16DEL01,27,4.7,motorcycle 
29410,VADRES09DEL01,32,5.0,motorcycle 
29411,HYDRES18DEL01,34,4.6,scooter 
29412,HYDRES16DEL02,23,4.6,motorcycle 
29413,BANGRES010DEL02,33,4.7,motorcycle 
29414,BANGRES16DEL03,28,4.7,motorcycle 
29415,COIMBRES14DEL01,35,4.6,motorcycle 
29416,KOCRES06DEL02,20,4.6,motorcycle 
29417,INDORES08DEL03,27,4.6,scooter 
29418,ALHRES08DEL02,30,4.6,scooter 
29419,PUNERES16DEL03,24,4.5,scooter 
29420,SURRES04DEL03,27,4.6,scooter 
29421,LUDHRES12DEL03,34,4.8,motorcycle 
29422,CHENRES01DEL01,28,4.4,motorcycle 
29423,RANCHIRES010DEL02,28,4.6,scooter 
29424,MUMRES12DEL01,20,4.2,motorcycle 
29425,HYDRES18DEL03,20,4.8,motorcycle 
29426,RANCHIRES04DEL03,37,4.9,motorcycle 
29427,BANGRES15DEL03,31,4.2,motorcycle 
29428,COIMBRES01DEL01,21,4.2,motorcycle 
29429,MUMRES02DEL01,24,4.6,scooter 
29430,GOARES06DEL02,23,4.7,motorcycle 
29431,ALHRES15DEL02,21,4.0,motorcycle 
29432,SURRES06DEL03,35,4.8,motorcycle 
29433,BANGRES07DEL03,31,4.3,motorcycle 
29434,KNPRES07DEL01,29,4.6,electric_scooter 
29435,COIMBRES04DEL02,36,4.9,scooter 
29436,MYSRES11DEL02,24,4.9,motorcycle 
29437,COIMBRES02DEL02,23,4.9,motorcycle 
29438,KOLRES04DEL02,39,4.8,scooter 
29439,CHENRES18DEL02,33,4.0,scooter 
29440,AGRRES12DEL02,36,4.9,motorcycle 
29441,COIMBRES09DEL03,22,4.7,motorcycle 
29442,VADRES19DEL01,33,3.7,scooter 
29443,COIMBRES18DEL03,28,4.5,motorcycle 
29444,KNPRES02DEL02,33,4.9,electric_scooter 
29445,DEHRES17DEL01,22,4.6,scooter 
29446,PUNERES14DEL02,32,3.8,scooter 
29447,SURRES010DEL03,25,4.8,motorcycle 
29448,HYDRES14DEL01,32,4.8,motorcycle 
29449,JAPRES17DEL02,39,4.5,motorcycle 
29450,HYDRES11DEL01,22,4.7,scooter 
29451,BHPRES11DEL01,37,4.3,scooter 
29452,MYSRES13DEL01,26,4.1,motorcycle 
29453,KOCRES010DEL01,33,4.7,motorcycle 
29454,HYDRES01DEL02,20,4.9,motorcycle 
29455,MYSRES20DEL01,36,4.9,motorcycle 
29456,MYSRES16DEL03,30,4.8,motorcycle 
29457,JAPRES02DEL03,34,4.8,scooter 
29458,PUNERES03DEL02,38,4.6,scooter 
29459,SURRES12DEL02,23,4.6,electric_scooter 
29460,INDORES12DEL02,33,4.9,scooter 
29461,VADRES18DEL01,25,4.6,motorcycle 
29462,SURRES010DEL02,22,4.9,scooter 
29463,COIMBRES01DEL02,34,4.5,scooter 
29464,SURRES09DEL01,27,4.8,motorcycle 
29465,JAPRES16DEL03,23,4.1,motorcycle 
29466,SURRES09DEL02,29,4.6,scooter 
29467,VADRES13DEL01,22,4.8,scooter 
29468,COIMBRES18DEL03,29,4.6,scooter 
29469,JAPRES03DEL03,36,4.8,scooter 
29470,VADRES14DEL01,28,4.9,scooter 
29471,SURRES11DEL01,31,5.0,motorcycle 
29472,MUMRES09DEL01,33,4.6,motorcycle 
29473,COIMBRES02DEL01,20,4.9,motorcycle 
29474,RANCHIRES05DEL02,32,4.8,motorcycle 
29475,HYDRES02DEL03,36,4.9,motorcycle 
29476,JAPRES12DEL01,27,4.9,scooter 
29477,COIMBRES16DEL03,35,4.2,motorcycle 
29478,JAPRES17DEL02,30,4.0,motorcycle 
29479,PUNERES05DEL02,35,4.6,scooter 
29480,JAPRES03DEL02,33,4.6,motorcycle 
29481,CHENRES20DEL03,30,4.9,motorcycle 
29482,SURRES20DEL02,22,4.7,scooter 
29483,HYDRES07DEL03,30,3.7,scooter 
29484,KOLRES13DEL02,25,4.6,motorcycle 
29485,HYDRES14DEL02,26,4.7,motorcycle 
29486,BANGRES13DEL01,36,3.5,scooter 
29487,MYSRES17DEL02,26,3.1,motorcycle 
29488,AGRRES06DEL01,35,4.7,scooter 
29489,RANCHIRES13DEL01,34,4.0,scooter 
29490,VADRES11DEL01,23,5.0,electric_scooter 
29491,INDORES01DEL02,35,4.7,motorcycle 
29492,PUNERES13DEL02,20,4.9,motorcycle 
29493,INDORES06DEL01,33,4.8,electric_scooter 
29494,SURRES02DEL01,25,4.6,motorcycle 
29495,HYDRES02DEL03,28,4.6,scooter 
29496,JAPRES14DEL02,38,3.8,scooter 
29497,DEHRES09DEL01,36,3.8,motorcycle 
29498,PUNERES02DEL01,23,4.3,motorcycle 
29499,BANGRES16DEL02,27,4.9,motorcycle 
29500,COIMBRES18DEL01,32,3.7,motorcycle 
29501,RANCHIRES19DEL02,26,4.5,motorcycle 
29502,KNPRES06DEL02,22,5.0,motorcycle 
29503,CHENRES16DEL01,26,4.4,motorcycle 
29504,SURRES01DEL02,33,5.0,scooter 
29505,HYDRES19DEL03,23,4.5,scooter 
29506,AGRRES05DEL01,31,4.9,motorcycle 
29507,AGRRES20DEL03,33,4.6,scooter 
29508,HYDRES15DEL02,35,4.7,motorcycle 
29509,KOLRES13DEL03,22,4.7,motorcycle 
29510,COIMBRES09DEL03,21,4.8,scooter 
29511,COIMBRES07DEL02,37,4.7,scooter 
29512,INDORES010DEL03,24,4.9,motorcycle 
29513,HYDRES05DEL01,30,4.2,scooter 
29514,MUMRES03DEL03,34,4.6,electric_scooter 
29515,SURRES19DEL03,27,4.6,motorcycle 
29516,HYDRES14DEL03,35,4.0,motorcycle 
29517,RANCHIRES09DEL02,32,4.8,motorcycle 
29518,COIMBRES13DEL03,20,4.7,scooter 
29519,HYDRES02DEL02,34,4.9,electric_scooter 
29520,INDORES12DEL01,38,4.7,electric_scooter 
29521,COIMBRES07DEL01,26,4.0,motorcycle 
29522,COIMBRES14DEL01,26,4.6,motorcycle 
29523,VADRES02DEL02,20,4.7,motorcycle 
29524,CHENRES18DEL03,22,4.7,motorcycle 
29525,JAPRES15DEL02,32,4.6,motorcycle 
29526,CHENRES13DEL03,30,4.9,motorcycle 
29527,MUMRES15DEL01,20,4.6,motorcycle 
29528,AGRRES19DEL03,30,4.5,motorcycle 
29529,KOLRES05DEL01,25,4.8,scooter 
29530,AURGRES07DEL01,39,5.0,motorcycle 
29531,COIMBRES08DEL03,29,4.9,scooter 
29532,RANCHIRES13DEL01,39,4.7,motorcycle 
29533,MUMRES07DEL03,38,4.8,scooter 
29534,KOLRES05DEL01,26,4.8,electric_scooter 
29535,INDORES14DEL01,27,4.7,motorcycle 
29536,CHENRES20DEL02,21,4.9,scooter 
29537,HYDRES11DEL03,21,4.6,motorcycle 
29538,VADRES12DEL03,29,4.6,scooter 
29539,VADRES04DEL02,34,5.0,electric_scooter 
29540,JAPRES20DEL03,21,4.1,motorcycle 
29541,VADRES04DEL02,32,4.6,motorcycle 
29542,HYDRES13DEL01,20,5.0,motorcycle 
29543,RANCHIRES12DEL03,27,4.4,motorcycle 
29544,RANCHIRES18DEL03,23,4.7,motorcycle 
29545,INDORES03DEL01,29,4.8,motorcycle 
29546,INDORES15DEL02,24,4.0,motorcycle 
29547,BANGRES07DEL02,23,4.9,motorcycle 
29548,MYSRES12DEL03,33,4.6,motorcycle 
29549,COIMBRES19DEL01,31,4.6,scooter 
29550,INDORES12DEL03,32,4.8,scooter 
29551,VADRES07DEL01,26,4.1,motorcycle 
29552,PUNERES15DEL02,39,5.0,scooter 
29553,CHENRES08DEL01,23,4.9,scooter 
29554,RANCHIRES20DEL02,37,5.0,motorcycle 
29555,PUNERES13DEL01,37,4.9,electric_scooter 
29556,HYDRES02DEL03,26,4.8,motorcycle 
29557,KOLRES19DEL03,28,4.3,electric_scooter 
29558,MUMRES01DEL03,29,4.4,motorcycle 
29559,HYDRES03DEL03,33,4.0,motorcycle 
29560,BANGRES05DEL02,24,4.7,motorcycle 
29561,PUNERES06DEL03,28,4.9,scooter 
29562,MYSRES04DEL01,22,4.8,motorcycle 
29563,CHENRES18DEL02,35,4.9,scooter 
29564,BANGRES19DEL03,36,4.5,scooter 
29565,VADRES15DEL03,23,4.5,motorcycle 
29566,JAPRES12DEL02,38,4.7,scooter 
29567,VADRES15DEL01,35,4.9,motorcycle 
29568,COIMBRES13DEL01,34,4.3,motorcycle 
29569,INDORES09DEL01,28,4.7,motorcycle 
29570,VADRES15DEL01,35,3.8,motorcycle 
29571,COIMBRES09DEL02,28,4.7,motorcycle 
29572,RANCHIRES19DEL03,38,4.8,electric_scooter 
29573,BANGRES15DEL02,21,4.6,motorcycle 
29574,VADRES04DEL02,39,4.9,motorcycle 
29575,AGRRES010DEL03,32,4.9,motorcycle 
29576,MUMRES15DEL02,29,4.6,electric_scooter 
29577,VADRES01DEL02,20,4.6,motorcycle 
29578,PUNERES20DEL02,20,4.5,motorcycle 
29579,JAPRES06DEL01,22,4.6,motorcycle 
29580,SURRES06DEL03,32,4.9,scooter 
29581,HYDRES06DEL03,35,4.6,motorcycle 
29582,COIMBRES15DEL01,35,4.4,motorcycle 
29583,BANGRES15DEL02,38,4.8,scooter 
29584,PUNERES14DEL02,20,4.7,motorcycle 
29585,JAPRES12DEL02,24,4.7,motorcycle 
29586,MYSRES02DEL03,35,4.9,motorcycle 
29587,CHENRES14DEL02,21,4.8,motorcycle 
29588,ALHRES13DEL03,29,4.6,motorcycle 
29589,COIMBRES01DEL02,22,4.8,scooter 
29590,COIMBRES02DEL03,33,4.9,motorcycle 
29591,SURRES03DEL02,22,5.0,motorcycle 
29592,COIMBRES02DEL02,28,4.9,scooter 
29593,RANCHIRES14DEL03,21,5.0,motorcycle 
29594,INDORES01DEL01,33,3.8,scooter 
29595,INDORES01DEL01,23,4.6,motorcycle 
29596,SURRES11DEL01,25,4.5,motorcycle 
29597,MYSRES20DEL02,28,4.8,scooter 
29598,KNPRES05DEL03,32,4.6,scooter 
29599,LUDHRES010DEL02,38,4.5,motorcycle 
29600,BHPRES08DEL01,20,4.7,scooter 
29601,COIMBRES05DEL01,27,4.3,motorcycle 
29602,VADRES12DEL03,21,4.9,motorcycle 
29603,COIMBRES09DEL01,35,4.0,motorcycle 
29604,RANCHIRES08DEL01,22,4.9,scooter 
29605,BHPRES01DEL03,30,4.7,motorcycle 
29606,COIMBRES01DEL01,39,4.6,scooter 
29607,RANCHIRES13DEL02,22,4.3,motorcycle 
29608,BANGRES06DEL02,27,4.9,electric_scooter 
29609,LUDHRES12DEL02,26,4.8,motorcycle 
29610,RANCHIRES04DEL01,26,4.8,motorcycle 
29611,MYSRES09DEL03,31,4.7,electric_scooter 
29612,JAPRES15DEL01,30,4.6,motorcycle 
29613,DEHRES03DEL01,31,4.0,motorcycle 
29614,RANCHIRES18DEL01,35,4.7,electric_scooter 
29615,VADRES05DEL01,39,4.9,scooter 
29616,HYDRES010DEL02,27,5.0,motorcycle 
29617,DEHRES17DEL01,32,4.7,scooter 
29618,VADRES13DEL02,29,4.6,motorcycle 
29619,INDORES18DEL01,25,4.2,motorcycle 
29620,VADRES03DEL01,30,4.6,scooter 
29621,KOLRES06DEL02,21,4.8,motorcycle 
29622,ALHRES04DEL01,39,4.9,scooter 
29623,JAPRES15DEL01,27,4.6,motorcycle 
29624,INDORES08DEL03,21,4.7,motorcycle 
29625,PUNERES04DEL01,31,4.8,motorcycle 
29626,INDORES09DEL02,37,4.8,scooter 
29627,PUNERES18DEL02,34,4.8,scooter 
29628,VADRES17DEL01,21,4.7,motorcycle 
29629,CHENRES07DEL02,29,4.6,motorcycle 
29630,MYSRES010DEL03,20,4.9,motorcycle 
29631,VADRES010DEL01,24,4.9,motorcycle 
29632,MUMRES13DEL02,39,4.8,motorcycle 
29633,KOCRES08DEL03,38,4.9,motorcycle 
29634,CHENRES05DEL02,23,4.9,motorcycle 
29635,VADRES03DEL01,36,4.6,motorcycle 
29636,MUMRES010DEL01,34,3.8,motorcycle 
29637,RANCHIRES07DEL01,36,4.8,motorcycle 
29638,AURGRES13DEL02,25,4.4,motorcycle 
29639,INDORES06DEL02,28,4.8,motorcycle 
29640,MUMRES16DEL02,34,4.9,motorcycle 
29641,SURRES12DEL03,30,4.2,scooter 
29642,SURRES02DEL02,20,4.6,motorcycle 
29643,CHENRES05DEL02,21,4.7,scooter 
29644,MUMRES05DEL02,34,4.9,motorcycle 
29645,COIMBRES20DEL02,39,4.8,motorcycle 
29646,INDORES12DEL01,24,4.1,scooter 
29647,BANGRES010DEL02,29,5.0,motorcycle 
29648,SURRES07DEL01,26,4.7,scooter 
29649,MYSRES14DEL03,26,4.8,scooter 
29650,HYDRES16DEL02,34,4.6,electric_scooter 
29651,JAPRES04DEL02,28,4.6,scooter 
29652,INDORES07DEL03,34,4.7,scooter 
29653,COIMBRES11DEL03,38,4.2,scooter 
29654,COIMBRES17DEL03,21,4.5,scooter 
29655,KOCRES08DEL01,21,4.5,scooter 
29656,KOLRES15DEL02,29,4.6,motorcycle 
29657,RANCHIRES07DEL01,26,4.6,motorcycle 
29658,PUNERES010DEL02,30,4.6,motorcycle 
29659,SURRES13DEL03,26,4.7,motorcycle 
29660,RANCHIRES11DEL01,32,4.3,motorcycle 
29661,DEHRES08DEL01,26,4.8,scooter 
29662,BANGRES010DEL01,22,4.7,motorcycle 
29663,CHENRES16DEL02,29,4.6,scooter 
29664,VADRES010DEL01,25,4.9,electric_scooter 
29665,MUMRES03DEL01,26,4.7,scooter 
29666,JAPRES12DEL02,20,4.9,scooter 
29667,ALHRES05DEL02,22,4.9,scooter 
29668,MUMRES05DEL01,39,4.9,motorcycle 
29669,JAPRES11DEL01,39,4.2,motorcycle 
29670,CHENRES15DEL02,35,4.4,motorcycle 
29671,HYDRES03DEL01,22,5.0,electric_scooter 
29672,MUMRES18DEL03,33,4.7,scooter 
29673,RANCHIRES16DEL01,35,4.1,motorcycle 
29674,HYDRES13DEL01,27,4.9,scooter 
29675,HYDRES12DEL01,24,4.6,scooter 
29676,PUNERES16DEL01,33,4.7,motorcycle 
29677,HYDRES16DEL02,25,4.8,motorcycle 
29678,JAPRES07DEL01,20,4.6,motorcycle 
29679,LUDHRES02DEL01,24,4.7,scooter 
29680,GOARES01DEL02,30,4.8,motorcycle 
29681,KOLRES010DEL01,24,4.8,motorcycle 
29682,SURRES19DEL03,28,4.7,motorcycle 
29683,HYDRES13DEL03,32,4.9,motorcycle 
29684,INDORES20DEL01,20,4.8,scooter 
29685,INDORES16DEL02,21,4.5,scooter 
29686,HYDRES13DEL02,21,5.0,scooter 
29687,RANCHIRES08DEL02,29,4.6,motorcycle 
29688,VADRES13DEL02,27,4.7,scooter 
29689,VADRES010DEL02,20,4.8,motorcycle 
29690,INDORES06DEL01,32,4.8,electric_scooter 
29691,MYSRES12DEL03,25,4.6,motorcycle 
29692,INDORES09DEL01,23,4.7,electric_scooter 
29693,MYSRES17DEL01,38,4.8,scooter 
29694,CHENRES14DEL03,31,4.9,scooter 
29695,INDORES14DEL02,31,3.7,scooter 
29696,CHENRES16DEL02,37,5.0,scooter 
29697,COIMBRES18DEL03,28,4.8,electric_scooter 
29698,INDORES14DEL01,20,4.2,motorcycle 
29699,SURRES20DEL01,34,3.9,scooter 
29700,MYSRES03DEL01,21,4.9,scooter 
29701,ALHRES17DEL03,36,4.8,motorcycle 
29702,HYDRES17DEL02,36,4.9,motorcycle 
29703,BHPRES05DEL02,29,4.8,scooter 
