order_id,order_type,restaurant_latitude,restaurant_longitude
AFB7,Meal ,19.1813,72.836191
C28B,Snack ,0.0,0.0
4263,Snack ,22.308096,73.167753
DDE2,Snack ,30.893244,75.821817
7528,Meal ,22.725748,75.898497
5629,Meal ,13.054347,80.257221
200E,Snack ,17.433809,78.386744
56FB,Buffet ,23.416792,85.316842
5A97,Buffet ,21.186608,72.794136
12C9,Meal ,19.12663,72.829976
ADE0,Drinks ,21.186608,72.794136
9CB4,Drinks ,19.003517,72.82765
AB47,Buffet ,26.902328,75.794257
65F1,Snack ,23.333017,85.3172
B4B0,Meal ,26.90294,75.793007
5633,Buffet ,21.186608,72.794136
198F,Drinks ,17.424114,78.347554
C129,Meal ,26.471617,80.313564
B240,Snack ,21.160522,72.771477
C087,Buffet ,-9.959778,76.296106
AC89,Buffet ,12.979166,77.640709
7537,Drinks ,21.186438,72.794115
A569,Drinks ,23.333017,85.3172
D146,Snack ,0.0,0.0
7902,Snack ,12.299524,76.64262
55BB,Drinks ,18.994237,72.825553
C962,Meal ,23.214459,77.434976
CA2C,Buffet ,30.895817,75.813112
82B7,Drinks ,19.254567,72.848923
48DD,Meal ,12.334022,76.618203
758C,Buffet ,0.0,0.0
A611,Drinks ,17.433809,78.386744
8950,Buffet ,21.173493,72.801953
A10B,Meal ,23.353783,85.326967
C9E4,Buffet ,23.233219,77.433571
A734,Buffet ,12.304569,76.643622
B70F,Buffet ,26.913483,75.803139
8511,Meal ,26.90519,75.810753
25A3,Buffet ,19.131141,72.813074
16F1,Snack ,17.424114,78.347554
DE8F,Snack ,22.538731,88.364878
9303,Drinks ,26.911378,75.789034
3A3B,Snack ,17.424114,78.347554
C05,Meal ,23.359194,85.325447
1498,Drinks ,11.02091,76.940432
1687,Meal ,22.310526,73.170937
3E9D,Buffet ,26.891191,75.802083
C123,Buffet ,15.498603,73.826911
3B69,Drinks ,11.003681,76.975525
7677,Meal ,18.592718,73.773572
6318,Buffet ,26.90294,75.793007
FA9,Drinks ,23.351489,85.324253
4C9D,Meal ,18.536562,73.896485
3F58,Snack ,21.160437,72.774209
4F02,Snack ,11.026117,76.944652
DD1,Buffet ,23.351058,85.325731
5D94,Buffet ,21.160437,72.774209
C4AA,Drinks ,25.450317,81.831681
43F3,Drinks ,22.753839,75.897429
A0AA,Buffet ,12.981615,80.231598
9DD4,Drinks ,12.3085,76.665808
2132,Snack ,17.450851,78.379347
B892,Snack ,23.354422,85.3329
A719,Buffet ,12.297954,76.665169
DD1D,Drinks ,30.902872,75.826808
53B2,Buffet ,17.431477,78.40035
9D81,Buffet ,22.753659,75.903365
DFBB,Snack ,30.328174,78.049117
2DFA,Drinks ,26.90294,75.793007
C2EB,Buffet ,23.266261,77.379605
82FF,Buffet ,11.003669,76.976494
7A51,Buffet ,17.431668,78.408321
5969,Drinks ,18.56245,73.916619
5EAE,Buffet ,22.310237,73.158921
589C,Drinks ,17.430448,78.418213
73C3,Snack ,19.22384,72.841347
9616,Meal ,22.310329,73.169083
528,Buffet ,13.081878,80.248519
4DC1,Buffet ,22.31279,73.170283
1FC7,Buffet ,19.103249,72.846749
4943,Buffet ,22.310237,73.158921
E1B8,Drinks ,25.453436,81.833167
32B8,Buffet ,22.745049,75.892471
8E+46,Meal ,12.299524,76.64262
6519,Meal ,12.310972,76.659264
B356,Drinks ,23.371292,85.327872
B981,Buffet ,17.438263,78.397865
6BEB,Meal ,18.554382,73.798206
875E,Buffet ,12.939496,77.625999
403B,Meal ,22.751234,75.88949
9772,Buffet ,21.149834,72.778666
D017,Buffet ,0.0,0.0
803F,Meal ,17.483216,78.552111
1052,Buffet ,19.003517,72.82765
C786,Meal ,27.160934,78.044095
4DC,Drinks ,-17.455894,-78.375467
3D8E,Meal ,0.0,0.0
6115,Drinks ,22.751857,75.866699
A3F7,Meal ,11.003681,76.975525
4477,Meal ,11.000762,76.981876
6DF,Drinks ,13.02978,80.208812
9B47,Drinks ,11.003681,76.975525
82F8,Snack ,12.311072,76.654878
63BF,Meal ,17.424114,78.347554
8D23,Snack ,17.455894,78.375467
C469,Snack ,23.211529,77.419399
871,Drinks ,26.892312,75.806896
E16D,Snack ,30.905562,75.832841
5B29,Buffet ,13.049645,80.242268
507,Meal ,-18.530963,-73.828972
6A46,Meal ,13.054347,80.257221
5D3,Snack ,12.972161,77.596014
B93A,Snack ,19.176269,72.836721
8D86,Snack ,0.0,0.0
2B3C,Meal ,12.310972,76.659264
2DA0,Buffet ,26.911378,75.789034
348A,Buffet ,11.003669,76.976494
ADC5,Buffet ,22.760072,75.892574
A5D1,Drinks ,23.359407,85.325055
87A,Meal ,19.1093,72.825451
162B,Drinks ,12.975377,77.696664
2C6E,Meal ,26.913987,75.752891
6066,Drinks ,10.994136,76.963303
BA46,Buffet ,13.02978,80.208812
9E+70,Drinks ,0.0,0.0
7E+34,Buffet ,26.766536,75.837333
7B09,Drinks ,13.026286,80.275235
B113,Meal ,18.53408,73.89852
6BA1,Drinks ,11.003681,76.975525
84FD,Meal ,19.221315,72.862381
CCAE,Snack ,26.469003,80.316344
C232,Snack ,27.161694,78.034714
5E+65,Meal ,26.849596,75.800512
AD19,Drinks ,26.90294,75.793007
677B,Snack ,19.254567,72.848923
71EC,Snack ,11.025083,77.015393
CE24,Buffet ,27.157772,78.04725
1019,Drinks ,12.933298,77.614293
A56B,Drinks ,17.424114,78.347554
4907,Snack ,12.970221,77.645396
C7F0,Meal ,26.473698,80.352677
A47B,Buffet ,26.905287,75.794592
9136,Buffet ,18.55144,73.804855
5CD6,Meal ,11.001852,76.976268
4BA5,Meal ,12.304569,76.643622
C05B,Meal ,-19.866969,75.318894
7E2D,Meal ,18.536718,73.830327
3A0D,Buffet ,19.091458,72.827808
D5D5,Snack ,0.0,0.0
7FDA,Buffet ,12.299524,76.64262
B730,Meal ,0.0,0.0
78B,Buffet ,23.416792,85.316842
7956,Drinks ,18.592718,73.773572
69B,Meal ,13.049645,80.242268
8DFD,Snack ,22.311358,73.164798
3B07,Buffet ,21.185047,72.80859
450B,Meal ,22.308096,73.167753
AEB2,Drinks ,0.0,0.0
1CC4,Buffet ,21.149569,72.772697
4B5D,Drinks ,22.745049,75.892471
A725,Buffet ,17.483216,78.552111
AC09,Meal ,26.90294,75.793007
55BE,Drinks ,26.913987,75.752891
DF78,Meal ,30.902872,75.826808
4414,Drinks ,0.0,0.0
534B,Meal ,11.022169,76.999594
A79D,Drinks ,22.32,73.17
9FAC,Buffet ,21.186884,72.793616
609E,Meal ,12.299524,76.64262
A6F7,Meal ,18.546258,73.904337
14C7,Buffet ,0.0,0.0
8F7D,Drinks ,18.530963,73.828972
1369,Snack ,18.55144,73.804855
688B,Buffet ,12.3085,76.665808
1726,Snack ,22.307898,73.167788
172D,Meal ,17.411028,78.329645
3D00,Meal ,21.185047,72.80859
3A7B,Buffet ,26.88842,75.800689
DA90,Drinks ,0.0,0.0
9860,Buffet ,18.53408,73.89852
611E,Drinks ,23.359407,85.325055
5C8C,Snack ,21.15276,72.778059
FFC,Meal ,12.323225,76.630028
5651,Buffet ,21.17106,72.789292
35B4,Buffet ,22.310329,73.169083
62FA,Meal ,0.0,0.0
C902,Meal ,0.0,0.0
4196,Snack ,22.761226,75.887522
B4CB,Buffet ,12.949934,77.699386
1376,Buffet ,26.88842,75.800689
7D19,Meal ,0.0,0.0
54AA,Drinks ,18.51421,73.838429
5F04,Drinks ,21.149669,72.772629
8964,Buffet ,12.323194,76.630583
9BD4,Meal ,21.149834,72.778666
82E,Buffet ,18.536718,73.830327
C7B1,Snack ,19.888716,75.321461
5D77,Snack ,17.438263,78.397865
727E,Snack ,22.725835,75.887648
424C,Buffet ,12.334022,76.618203
7433,Drinks ,22.32,73.17
47DA,Meal ,21.186884,72.793616
8096,Meal ,23.351058,85.325731
6B44,Meal ,0.0,0.0
D7B4,Snack ,0.0,0.0
F03,Drinks ,22.32,73.17
96B7,Drinks ,12.3085,76.665808
C441,Drinks ,25.454648,81.834502
9B2C,Buffet ,11.000762,76.981876
65EF,Meal ,12.986047,80.218114
4B0B,Drinks ,26.913987,75.752891
555F,Drinks ,11.010375,76.95295
712A,Buffet ,21.175975,72.795503
CBEE,Drinks ,0.0,0.0
B826,Drinks ,12.970221,77.645396
3F8,Snack ,-22.75004,-75.902847
7212,Buffet ,22.745049,75.892471
4474,Meal ,18.51421,73.838429
4BF3,Snack ,0.0,0.0
B763,Buffet ,23.374989,85.335486
5FCF,Drinks ,12.979096,77.640625
5626,Snack ,23.39925,85.390464
3395,Buffet ,21.173343,72.792731
63F9,Meal ,18.533811,73.899315
7EA6,Meal ,18.51421,73.838429
80EE,Snack ,17.428294,78.404423
3C2F,Drinks ,0.0,0.0
8.3E+07,Buffet ,22.722634,75.886959
1636,Meal ,12.935662,77.61413
1722,Snack ,18.563934,73.915367
C1C1,Snack ,23.234249,77.434007
9E+69,Buffet ,12.986047,80.218114
1ADD,Drinks ,17.422819,78.449578
7B6B,Meal ,13.005801,80.250744
C807,Drinks ,22.552672,88.352885
A934,Drinks ,22.308096,73.167753
82A3,Buffet ,11.022477,76.995667
4433,Drinks ,22.761593,75.886362
8D11,Meal ,17.41233,78.449654
5D17,Drinks ,0.0,0.0
A4D6,Snack ,22.751234,75.88949
6596,Drinks ,21.170096,72.789122
15D2,Meal ,18.927584,72.832585
3953,Buffet ,23.351058,85.325731
BCED,Meal ,21.160522,72.771477
5013,Snack ,18.636215,73.751081
E077,Snack ,0.0,0.0
CB61,Snack ,27.201725,78.007553
24A2,Buffet ,12.934365,77.616155
D7A9,Buffet ,10.003064,76.307589
64D8,Drinks ,11.022477,76.995667
66F7,Snack ,26.921411,75.793604
D8B3,Snack ,25.454648,81.834502
9C1D,Meal ,18.927584,72.832585
67B9,Snack ,13.005801,80.250744
B711,Buffet ,23.416792,85.316842
3130,Meal ,12.975377,77.696664
BC60,Drinks ,18.536718,73.830327
9CE9,Snack ,13.064181,80.236442
1A27,Meal ,19.131141,72.813074
F65,Meal ,22.311358,73.164798
CD03,Snack ,23.233219,77.433571
7DDE,Meal ,21.157729,72.768726
CCC0,Snack ,27.157772,78.04725
5694,Drinks ,11.006686,76.951736
A0BD,Meal ,26.88842,75.800689
4854,Meal ,19.254567,72.848923
8B3E,Meal ,12.981615,80.231598
D708,Meal ,30.895817,75.813112
B9F2,Meal ,22.744648,75.894377
99B2,Meal ,18.533811,73.899315
2C4A,Drinks ,22.751857,75.866699
AAF1,Drinks ,21.149669,72.772629
A2C9,Buffet ,26.891191,75.802083
6C17,Meal ,19.221315,72.862381
245B,Snack ,22.308096,73.167753
314A,Drinks ,12.3085,76.665808
6935,Drinks ,12.939496,77.625999
3A39,Meal ,22.751234,75.88949
8800,Drinks ,22.760072,75.892574
D94F,Buffet ,30.890184,75.829615
1E+66,Snack ,22.31279,73.170283
B55E,Meal ,12.972793,80.249982
CD6F,Drinks ,26.471617,80.313564
D72F,Buffet ,25.45235,81.841889
E0DB,Meal ,0.0,0.0
51D1,Drinks ,12.337978,76.616792
CD50,Drinks ,27.160934,78.044095
A31,Buffet ,19.1813,72.836191
4B32,Buffet ,26.905287,75.794592
5000,Meal ,26.846156,75.8023
75D6,Buffet ,12.323194,76.630583
8D57,Drinks ,22.745049,75.892471
60DF,Drinks ,22.651847,75.881991
80D4,Meal ,18.927584,72.832585
8BC9,Buffet ,21.15276,72.778059
8F83,Meal ,0.0,0.0
3405,Meal ,11.006686,76.951736
BABE,Meal ,18.593481,73.785901
B8E7,Drinks ,21.170798,72.790489
98F8,Buffet ,23.369746,85.33982
8F5B,Buffet ,18.927584,72.832585
C016,Buffet ,0.0,0.0
D8D5,Buffet ,30.885915,75.788259
5096,Meal ,17.428294,78.404423
4464,Meal ,18.636215,73.751081
C83A,Buffet ,25.450317,81.831681
36B1,Meal ,18.51421,73.838429
AFE,Drinks ,12.98041,77.640489
6730,Buffet ,19.120083,72.907385
80D0,Drinks ,17.450851,78.379347
6CC8,Snack ,26.911378,75.789034
3CE2,Snack ,21.160437,72.774209
BC58,Drinks ,21.170096,72.789122
DDDB,Drinks ,30.893384,75.821202
B0F5,Buffet ,10.994136,76.963303
663E,Buffet ,17.45971,78.368855
C33,Drinks ,17.428294,78.404423
3970,Buffet ,12.323978,76.627961
7FD1,Buffet ,18.543626,73.905101
D5B8,Buffet ,23.266261,77.379605
D0D7,Buffet ,25.454697,81.834492
E42,Buffet ,18.543626,73.905101
E0B5,Drinks ,26.474133,80.3481
3B57,Drinks ,23.359194,85.325447
4C7D,Snack ,0.0,0.0
53BB,Meal ,18.536562,73.896485
48A8,Snack ,0.0,0.0
A1FD,Snack ,18.536562,73.896485
710A,Buffet ,26.911927,75.797282
D88F,Snack ,27.195928,77.998092
81DF,Drinks ,22.651847,75.881991
C6BD,Snack ,9.982834,76.283268
5B47,Buffet ,22.728163,75.884212
C36C,Buffet ,22.526461,88.364453
A7BA,Drinks ,12.337978,76.616792
8710,Snack ,26.766536,75.837333
CB84,Snack ,27.195928,77.998092
57A6,Buffet ,26.892312,75.806896
C9A8,Snack ,25.454648,81.834502
A047,Buffet ,22.760072,75.892574
7978,Meal ,23.374878,85.335739
1712,Buffet ,11.001753,76.986241
1272,Meal ,10.96185,76.971082
536B,Snack ,12.972532,77.608179
B72A,Meal ,17.422819,78.449578
35A6,Snack ,12.949934,77.699386
9362,Snack ,19.055831,72.833984
D4F4,Drinks ,9.985497,76.276999
E57,Buffet ,17.41233,78.449654
A7ED,Drinks ,13.054347,80.257221
28B1,Meal ,23.354422,85.3329
15B0,Buffet ,26.913483,75.803139
C647,Buffet ,19.876219,75.346017
1B61,Drinks ,23.355164,85.324097
2FE8,Drinks ,12.934179,77.615797
72F6,Snack ,0.0,0.0
5079,Drinks ,0.0,0.0
9A51,Drinks ,18.994237,72.825553
A507,Drinks ,12.972161,77.596014
4BED,Meal ,17.45971,78.368855
6F7E,Buffet ,18.516216,73.842527
1044,Drinks ,26.911378,75.789034
9E+53,Meal ,17.440827,78.393391
8.3E+05,Snack ,0.0,0.0
A61,Drinks ,10.994136,76.963303
A219,Meal ,11.024839,77.007003
DDFF,Snack ,23.218998,77.373573
4E7E,Meal ,22.725835,75.887648
A165,Buffet ,11.006686,76.951736
9492,Snack ,22.74806,75.8934
DB17,Snack ,26.483042,80.317833
5E+23,Drinks ,22.311603,73.165012
458E,Buffet ,22.760072,75.892574
6EC4,Buffet ,11.024839,77.007003
435C,Drinks ,12.972532,77.608179
98AC,Meal ,22.308096,73.167753
C49,Snack ,21.170096,72.789122
66B,Buffet ,12.935662,77.61413
7F59,Buffet ,13.02978,80.208812
70CD,Meal ,12.934179,77.615797
29B1,Meal ,22.311844,73.165081
4F05,Drinks ,12.310972,76.659264
DBCB,Meal ,0.0,0.0
87D1,Meal ,12.979166,77.640709
944E,Buffet ,12.975377,77.696664
8D5A,Buffet ,18.593481,73.785901
91DF,Buffet ,26.849596,75.800512
C7A9,Buffet ,25.457116,81.859682
4AC2,Snack ,13.081878,80.248519
2A14,Snack ,22.725748,75.898497
11CE,Snack ,19.055831,72.833984
CB7B,Snack ,15.5696,73.742294
B492,Snack ,12.352058,76.60665
12F6,Buffet ,12.933298,77.614293
16FF,Meal ,22.725748,75.898497
746F,Buffet ,11.001753,76.986241
C6DD,Buffet ,25.457116,81.859682
B6EA,Drinks ,26.913987,75.752891
D8DA,Snack ,27.158822,78.045359
B32B,Buffet ,18.55144,73.804855
18A9,Buffet ,12.913041,77.683237
C347,Drinks ,0.0,0.0
6903,Buffet ,12.975996,80.221898
BF41,Meal ,10.027364,76.308258
9594,Buffet ,23.355164,85.324097
396B,Buffet ,18.51421,73.838429
7B77,Snack ,12.978453,77.643685
16C3,Buffet ,19.091458,72.827808
BAB7,Buffet ,12.949934,77.699386
870F,Meal ,19.091458,72.827808
CBC1,Buffet ,27.163303,78.057044
132B,Meal ,11.010375,76.95295
BBE5,Snack ,12.316967,76.603067
CBED,Meal ,25.449872,81.836167
75B6,Buffet ,19.254567,72.848923
9F57,Meal ,26.910262,75.783013
8B8C,Meal ,26.90519,75.810753
2D75,Drinks ,12.310972,76.659264
2867,Snack ,21.186438,72.794115
BF21,Buffet ,9.985497,76.276999
B074,Meal ,23.351058,85.325731
5719,Meal ,12.334022,76.618203
9707,Buffet ,13.049645,80.242268
8D4A,Snack ,26.891191,75.802083
9828,Buffet ,23.357804,85.325146
C819,Snack ,22.547186,88.35068
BD52,Meal ,22.761226,75.887522
5D64,Meal ,17.431668,78.408321
BB7F,Buffet ,13.005801,80.250744
4B4F,Drinks ,12.334022,76.618203
2C13,Buffet ,21.175975,72.795503
B597,Buffet ,11.022477,76.995667
47B4,Buffet ,22.728163,75.884212
A387,Meal ,11.001852,76.976268
2A8A,Meal ,26.849596,75.800512
D2E9,Meal ,0.0,0.0
4B7B,Meal ,0.0,0.0
6B7A,Snack ,0.0,0.0
DEDD,Buffet ,26.471617,80.313564
D813,Buffet ,15.546594,73.760431
47D3,Buffet ,0.0,0.0
3ED6,Snack ,22.307898,73.167788
61D2,Drinks ,17.410371,78.437225
D36F,Snack ,22.539129,88.365507
D200,Drinks ,25.453436,81.833167
2176,Buffet ,19.120083,72.907385
AF5E,Meal ,12.939496,77.625999
7613,Buffet ,12.949934,77.699386
3D67,Drinks ,17.458998,78.500366
DE48,Drinks ,27.161661,78.011544
1.8E+01,Snack ,22.725748,75.898497
9EF8,Snack ,23.351489,85.324253
296B,Buffet ,22.732225,75.874765
5C79,Meal ,0.0,0.0
B897,Buffet ,19.091458,72.827808
76D9,Buffet ,21.186884,72.793616
79A7,Drinks ,17.483216,78.552111
E22,Meal ,22.732225,75.874765
A6AD,Buffet ,21.173493,72.801953
156D,Buffet ,18.536562,73.896485
31FB,Buffet ,26.911927,75.797282
47C1,Meal ,17.455894,78.375467
AFEC,Meal ,21.170096,72.789122
6316,Drinks ,23.355164,85.324097
5C01,Meal ,18.546947,73.900626
C906,Buffet ,30.905562,75.832841
20C0,Buffet ,26.921411,75.793604
CF58,Snack ,22.514119,88.362504
37BD,Drinks ,12.337928,76.617889
73ED,Drinks ,11.003681,76.975525
2823,Meal ,13.081878,80.248519
87DF,Meal ,22.751234,75.88949
28DC,Meal ,26.902908,75.792934
D86,Drinks ,23.355164,85.324097
2AD8,Drinks ,22.311358,73.164798
C4F4,Meal ,10.027364,76.308258
95D5,Meal ,19.055831,72.833984
B676,Snack ,10.96185,76.971082
B1A4,Snack ,10.96185,76.971082
C42F,Buffet ,22.527893,88.368628
A8D6,Snack ,26.911927,75.797282
D77E,Snack ,30.914057,75.83982
1D55,Buffet ,18.593481,73.785901
DCC8,Meal ,23.233219,77.433571
635,Snack ,-26.766536,75.837333
3738,Buffet ,13.049645,80.242268
C48D,Drinks ,15.561295,73.749478
5824,Drinks ,10.96185,76.971082
9422,Meal ,10.994136,76.963303
2678,Buffet ,13.081878,80.248519
95F8,Meal ,0.0,0.0
5296,Buffet ,19.003517,72.82765
9EA5,Drinks ,22.753659,75.903365
BBEF,Buffet ,18.563934,73.915367
4BD4,Drinks ,19.207222,72.972281
AE4A,Snack ,12.311072,76.654878
A68D,Drinks ,12.334022,76.618203
93FD,Meal ,19.003517,72.82765
28B8,Drinks ,26.913483,75.803139
220E,Buffet ,10.994136,76.963303
1936,Meal ,22.307898,73.167788
CCAA,Meal ,30.332735,78.054222
8991,Snack ,22.722634,75.886959
1E9D,Drinks ,26.913726,75.75282
C1D1,Drinks ,25.457687,81.835585
B0A6,Meal ,13.054347,80.257221
7.6E+01,Meal ,0.0,0.0
5328,Buffet ,22.727021,75.884167
4D68,Drinks ,12.972793,80.249982
D1C6,Buffet ,30.905562,75.832841
5C32,Meal ,21.149834,72.778666
DC2D,Snack ,30.88722,75.804893
560F,Drinks ,13.02978,80.208812
C768,Buffet ,19.876219,75.346017
AA33,Snack ,22.745049,75.892471
A1B,Snack ,19.003517,72.82765
9E+06,Buffet ,23.359407,85.325055
B8DE,Buffet ,13.026286,80.275235
CD9F,Buffet ,15.574828,73.766883
4A9F,Buffet ,11.001852,76.976268
5BBC,Snack ,22.725835,75.887648
8D2A,Snack ,21.185047,72.80859
7EA1,Buffet ,13.091809,80.219104
A64E,Drinks ,22.761226,75.887522
7645,Meal ,0.0,0.0
1361,Meal ,26.911378,75.789034
A6C3,Meal ,0.0,0.0
79A4,Drinks ,12.970324,77.645748
77A7,Drinks ,18.536718,73.830327
1BA6,Buffet ,22.310329,73.169083
7BAF,Meal ,19.1093,72.825451
C762,Snack ,22.514119,88.362504
A4A0,Buffet ,19.178321,72.834715
2EB4,Snack ,17.458998,78.500366
DCFD,Drinks ,0.0,0.0
138E,Drinks ,19.207222,72.972281
9733,Buffet ,18.536718,73.830327
D630,Buffet ,30.895204,75.822103
4BC3,Meal ,18.536718,73.830327
1AF2,Snack ,12.972793,80.249982
BC05,Drinks ,17.455894,78.375467
F1A,Buffet ,26.905287,75.794592
3AA3,Meal ,12.323978,76.627961
ADDA,Meal ,21.183434,72.814492
D391,Snack ,0.0,0.0
7.9E+10,Buffet ,12.316967,76.603067
7A22,Drinks ,18.55144,73.804855
4630,Drinks ,26.921411,75.793604
30AC,Snack ,12.284747,76.625861
5344,Drinks ,18.536718,73.830327
B74D,Meal ,26.849596,75.800512
88D4,Snack ,13.02978,80.208812
55A2,Meal ,11.003669,76.976494
BC1F,Meal ,12.297954,76.665169
B04D,Snack ,23.374989,85.335486
851E,Buffet ,23.351489,85.324253
8A9C,Drinks ,22.307898,73.167788
BEC 8.00,Buffet ,12.972161,77.596014
54A7,Meal ,12.979166,77.640709
1624,Drinks ,17.422819,78.449578
14B2,Meal ,12.914264,77.6784
12AF,Meal ,18.55144,73.804855
87D8,Meal ,26.914142,75.805704
209B,Drinks ,22.32,73.17
2C71,Buffet ,21.175104,72.804342
646E,Snack ,19.003517,72.82765
D3D8,Buffet ,30.342509,78.061187
2A7E,Snack ,12.323225,76.630028
B74F,Buffet ,17.430448,78.418213
EBD,Meal ,17.422819,78.449578
36CA,Snack ,12.337928,76.617889
367C,Snack ,18.516216,73.842527
65F9,Meal ,18.536718,73.830327
C442,Meal ,25.450329,81.834279
BAB,Meal ,23.371292,85.327872
D165,Buffet ,25.459775,81.834841
E86,Drinks ,0.0,0.0
A057,Meal ,13.045479,80.23311
7752,Meal ,11.016298,76.972076
8E+58,Drinks ,17.455894,78.375467
436C,Meal ,26.902328,75.794257
6760,Snack ,18.546258,73.904337
27BF,Meal ,13.044694,80.26147
7EFC,Snack ,19.065838,72.832658
DFB2,Buffet ,15.56155,73.749092
6915,Buffet ,19.103249,72.846749
C7B6,Snack ,22.533662,88.366217
AC9B,Snack ,22.31279,73.170283
4F55,Meal ,26.90519,75.810753
4E+01,Drinks ,-12.326356,-76.619103
A3E1,Snack ,26.911927,75.797282
7076,Buffet ,23.374989,85.335486
9AE4,Snack ,22.761593,75.886362
B75B,Meal ,22.727021,75.884167
71C8,Buffet ,22.725835,75.887648
8BE4,Snack ,11.026117,76.944652
1DA5,Snack ,12.913041,77.683237
39BC,Drinks ,23.359033,85.325347
A8B,Snack ,12.979166,77.640709
84FA,Meal ,18.593481,73.785901
32BD,Meal ,12.98041,77.640489
65B,Drinks ,21.186884,72.793616
CD7A,Snack ,26.482581,80.315628
773B,Buffet ,19.207222,72.972281
B7C0,Buffet ,17.424114,78.347554
747C,Buffet ,12.3085,76.665808
6161,Meal ,12.986047,80.218114
D4E2,Buffet ,30.328174,78.049117
1685,Meal ,17.431668,78.408321
6A29,Snack ,13.086438,80.220672
216D,Drinks ,0.0,0.0
D97E,Drinks ,19.875522,75.367127
C468,Drinks ,22.577821,88.400581
1D57,Snack ,22.725835,75.887648
C9E,Meal ,23.351489,85.324253
543E,Buffet ,21.170798,72.790489
B9BE,Meal ,17.411028,78.329645
3473,Snack ,22.761226,75.887522
9F3B,Buffet ,18.56245,73.916619
D0B5,Meal ,26.47,80.35
4D46,Snack ,23.374878,85.335739
1A46,Meal ,12.906229,77.596791
83BE,Buffet ,0.0,0.0
1C89,Meal ,12.972793,80.249982
3A96,Buffet ,23.357804,85.325146
4101,Buffet ,12.986047,80.218114
8213,Snack ,19.12663,72.829976
D0ED,Snack ,30.895817,75.813112
3450,Buffet ,11.006686,76.951736
488A,Buffet ,12.934179,77.615797
C4F6,Buffet ,27.158822,78.045359
C058,Meal ,-22.577821,88.400581
D33F,Meal ,26.492106,80.327797
2DB7,Drinks ,21.149834,72.778666
E0FE,Meal ,27.195928,77.998092
58AA,Drinks ,21.15276,72.778059
A7EC,Drinks ,19.176269,72.836721
147F,Meal ,18.56245,73.916619
232A,Buffet ,22.31279,73.170283
80BA,Buffet ,21.149834,72.778666
AFF1,Snack ,22.311358,73.164798
83A7,Buffet ,17.45971,78.368855
A77B,Drinks ,26.905287,75.794592
3435,Buffet ,23.353783,85.326967
2901,Buffet ,22.727021,75.884167
C830,Buffet ,25.454648,81.834502
2FD1,Snack ,11.010375,76.95295
7E5D,Snack ,22.651847,75.881991
6F7F,Drinks ,18.520016,73.830547
8E+01,Drinks ,13.081878,80.248519
1A2A,Snack ,17.429585,78.392621
7F09,Meal ,13.026279,80.174568
A1E6,Buffet ,22.760072,75.892574
2ED4,Buffet ,23.333017,85.3172
4B59,Buffet ,23.359194,85.325447
A95E,Buffet ,12.334022,76.618203
5DBF,Drinks ,0.0,0.0
1106,Drinks ,17.431668,78.408321
449F,Snack ,12.311072,76.654878
E039,Drinks ,30.895817,75.813112
D069,Buffet ,22.547186,88.35068
D3A0,Buffet ,30.893244,75.821817
BF6B,Drinks ,9.991703,76.293136
9D59,Buffet ,12.972793,80.249982
C2B7,Drinks ,0.0,0.0
92BA,Meal ,18.530963,73.828972
15BF,Drinks ,13.005801,80.250744
37AF,Meal ,17.429585,78.392621
2E+48,Drinks ,13.091809,80.219104
830F,Meal ,19.176269,72.836721
D328,Drinks ,0.0,0.0
B91,Drinks ,22.310329,73.169083
1768,Buffet ,17.426228,78.407495
1703,Snack ,17.428294,78.404423
3BE2,Meal ,12.933298,77.614293
7A9F,Drinks ,12.934365,77.616155
4CCD,Snack ,13.049645,80.242268
634F,Meal ,22.761226,75.887522
694A,Drinks ,11.001852,76.976268
7CE3,Meal ,17.428294,78.404423
DFA6,Buffet ,30.328174,78.049117
1C3A,Drinks ,18.53408,73.89852
D518,Drinks ,30.899992,75.831338
6EA3,Drinks ,17.458998,78.500366
98DE,Meal ,0.0,0.0
88CB,Snack ,17.451976,78.385883
9050,Meal ,26.905287,75.794592
22A6,Meal ,11.003008,76.97544
77B8,Meal ,17.430448,78.418213
1107,Buffet ,0.0,0.0
51B,Snack ,-19.065838,72.832658
78F4,Snack ,18.569156,73.774723
DA8E,Meal ,9.991703,76.293136
D183,Snack ,22.552996,88.35231
822B,Drinks ,21.157735,72.768778
350C,Meal ,21.183434,72.814492
DC6B,Snack ,22.539129,88.365507
2A0D,Buffet ,18.536718,73.830327
9912,Meal ,18.533811,73.899315
B3A9,Buffet ,22.651847,75.881991
803,Buffet ,13.049645,80.242268
3C9F,Snack ,12.972532,77.608179
307A,Buffet ,12.297954,76.665169
27ED,Drinks ,11.006686,76.951736
2BE2,Snack ,22.725748,75.898497
9683,Meal ,18.533811,73.899315
A74E,Meal ,21.157735,72.768778
8B3A,Drinks ,23.39925,85.390464
B44F,Buffet ,18.994237,72.825553
8935,Snack ,12.323978,76.627961
DEE8,Meal ,0.0,0.0
6826,Buffet ,0.0,0.0
605A,Buffet ,21.186608,72.794136
707C,Meal ,19.1813,72.836191
D41C,Meal ,0.0,0.0
D7A4,Meal ,19.875908,75.358888
395A,Buffet ,13.054347,80.257221
54CA,Snack ,21.170798,72.790489
DE6A,Meal ,25.450317,81.831681
68D0,Snack ,12.310972,76.659264
9AAF,Meal ,11.001852,76.976268
