order_id,delivery_partner_id,delivery_location_latitude,delivery_location_longitude,time_taken_min
C9D5,AGRRES20DEL01,27.168822,78.055359,29.0
A49,CHENRES04DEL02,13.15978,80.338812,40.0
55F8,VADRES18DEL03,0.03,0.03,24.0
B498,RANCHIRES010DEL01,23.464422,85.4429,54.0
B23D,CHENRES12DEL01,13.082793,80.359982,25.0
E11B,LUDHRES04DEL02,30.994057,75.91982,20.0
4C12,BANGRES13DEL02,13.015662,77.69413,39.0
32F4,BANGRES15DEL01,13.015377,77.736664,21.0
5FA1,CHENRES04DEL01,13.09978,80.278812,38.0
1C03,SURRES15DEL02,21.180522,72.791477,18.0
2149,BANGRES18DEL03,12.973041,77.743237,30.0
8624,CHENRES09DEL03,13.104694,80.32147,30.0
8224,JAPRES09DEL02,26.991378,75.869034,34.0
2A7F,SURRES010DEL01,21.28106,72.899292,39.0
DD61,BHPRES20DEL03,23.325123,77.488886,35.0
4FDE,SURRES15DEL03,21.250522,72.861477,34.0
863D,COIMBRES09DEL03,11.038638,77.014311,17.0
3FE0,BANGRES01DEL03,12.993284,77.675428,27.0
DF76,AURGRES14DEL03,19.965016,75.412405,32.0
5DD1,MYSRES15DEL02,12.432058,76.68665,11.0
DF64,AURGRES16DEL02,0.13,0.13,19.0
62AB,COIMBRES010DEL01,11.073009,77.04544,40.0
D6EC,KNPRES13DEL03,26.511547,80.329775,33.0
2099,JAPRES05DEL01,27.015287,75.904592,19.0
1C88,COIMBRES08DEL03,11.091852,77.066268,26.0
D6D6,KOCRES11DEL01,10.046881,76.385397,28.0
DF77,ALHRES08DEL03,25.480329,81.864279,22.0
4.3E+01,BANGRES13DEL01,12.945662,77.62413,21.0
D7BE,LUDHRES17DEL01,30.963384,75.891202,34.0
4EF,RANCHIRES17DEL01,23.484878,85.445739,31.0
7567,INDORES11DEL01,22.761234,75.89949,12.0
5B40,MYSRES06DEL01,12.393994,76.696167,23.0
4B7A,JAPRES12DEL03,26.962908,75.852934,17.0
D935,BHPRES17DEL01,23.258998,77.413573,31.0
DEAA,DEHRES010DEL02,30.458174,78.179117,43.0
8AC1,VADRES05DEL03,22.370526,73.230937,24.0
D23E,AURGRES15DEL02,19.898028,75.337475,18.0
722C,JAPRES17DEL03,26.952313,75.866896,26.0
4D21,MYSRES06DEL03,12.383994,76.686167,39.0
548C,MYSRES04DEL03,12.3985,76.755808,22.0
64D2,VADRES09DEL01,0.11,0.11,37.0
1920,RANCHIRES18DEL02,23.481489,85.454253,19.0
5C75,MUMRES11DEL03,19.024237,72.855553,20.0
B767,JAPRES14DEL02,26.96842,75.880689,32.0
D5DB,GOARES02DEL02,15.605658,73.763606,12.0
DD3,CHENRES03DEL02,13.171809,80.299104,24.0
3281,HYDRES07DEL01,17.494114,78.417554,25.0
C991,KNPRES06DEL01,0.07,0.07,27.0
DA39,KNPRES14DEL01,26.573504,80.482929,46.0
A797,INDORES11DEL01,22.761234,75.89949,20.0
DBC7,AURGRES06DEL02,19.894449,75.380232,27.0
5031,HYDRES19DEL03,17.488998,78.530366,20.0
9882,PUNERES010DEL01,18.649299,74.007902,35.0
87B,JAPRES01DEL03,26.93519,75.840753,26.0
C0B2,AURGRES07DEL03,19.935908,75.418888,18.0
22DF,RANCHIRES04DEL01,23.429033,85.395347,44.0
DE7D,AGRRES08DEL01,27.230934,78.114095,41.0
3BB9,CHENRES06DEL03,13.144347,80.347221,37.0
7E+66,VADRES06DEL02,22.36279,73.220283,33.0
81EE,HYDRES09DEL02,17.481668,78.458321,27.0
D79C,KNPRES14DEL01,26.533504,80.442929,34.0
9388,SURRES18DEL02,21.199834,72.828666,29.0
4699,VADRES010DEL02,22.440329,73.299083,44.0
C9BD,ALHRES08DEL03,25.510329,81.894279,11.0
BCAB,RANCHIRES12DEL01,0.07,0.07,24.0
41FC,CHENRES13DEL02,13.107018,80.334791,15.0
DDE8,BHPRES16DEL01,23.334015,77.478236,32.0
C752,GOARES07DEL02,15.641295,73.829478,28.0
4CE1,MUMRES11DEL01,19.034237,72.865553,26.0
A339,CHENRES07DEL03,13.141878,80.308519,16.0
E3B,CHENRES17DEL01,13.085479,80.27311,33.0
7A52,INDORES08DEL03,22.785747,75.958497,22.0
18CB,BANGRES13DEL03,12.995662,77.67413,10.0
7B14,SURRES04DEL03,21.203493,72.831953,29.0
43AB,COIMBRES07DEL03,11.02185,77.031082,25.0
A730,MUMRES05DEL03,18.987584,72.892585,16.0
C62D,LUDHRES04DEL02,30.934057,75.85982,28.0
84B4,MUMRES06DEL02,19.185831,72.963984,28.0
22C0,INDORES11DEL01,22.761234,75.89949,17.0
2A51,MYSRES07DEL01,12.335461,76.642278,17.0
8BC6,BANGRES06DEL02,13.059096,77.720625,15.0
7177,VADRES01DEL02,22.357898,73.217788,23.0
8337,CHENRES19DEL01,13.096047,80.328114,34.0
C771,ALHRES18DEL01,25.490317,81.871681,15.0
465F,COIMBRES05DEL01,11.092169,77.069594,36.0
3912,MUMRES16DEL01,19.230083,73.017385,19.0
24F5,RANCHIRES12DEL02,0.13,0.13,27.0
50C3,VADRES01DEL01,22.317898,73.177788,21.0
8B9E,MYSRES06DEL01,12.363994,76.666167,20.0
48A,COIMBRES14DEL03,11.093681,77.065525,37.0
976E,CHENRES13DEL01,13.067018,80.294791,31.0
D839,GOARES07DEL01,15.571295,73.759478,25.0
293D,MUMRES11DEL01,19.064237,72.895553,18.0
6D85,RANCHIRES12DEL01,0.04,0.04,30.0
9651,JAPRES14DEL01,26.99842,75.910689,30.0
2753,PUNERES07DEL02,18.596947,73.950626,26.0
B6BF,PUNERES09DEL01,18.546562,73.906485,17.0
97F,JAPRES19DEL02,27.043726,75.88282,41.0
3F85,COIMBRES09DEL03,11.068638,77.044311,20.0
5EBC,RANCHIRES15DEL03,23.459746,85.42982,22.0
B60B,RANCHIRES15DEL01,23.379746,85.34982,24.0
3A7F,MYSRES17DEL02,12.456356,76.749103,24.0
A3B,HYDRES08DEL02,17.458263,78.417865,22.0
2206,SURRES010DEL03,21.20106,72.819292,27.0
2220,MYSRES18DEL01,12.347928,76.627889,27.0
94A3,HYDRES06DEL01,17.525894,78.445467,34.0
2153,INDORES09DEL01,22.795835,75.957648,30.0
74B8,PUNERES12DEL01,18.590016,73.900547,25.0
BB23,COIMBRES04DEL01,11.064839,77.047003,21.0
4695,BANGRES03DEL02,13.029166,77.690709,29.0
389D,BANGRES14DEL02,13.079934,77.829386,26.0
AB2D,MYSRES08DEL02,12.377954,76.745169,38.0
AE4B,INDORES12DEL01,22.85806,76.0034,18.0
1120,MYSRES20DEL02,12.357978,76.636792,27.0
EFF,MUMRES15DEL01,19.186269,72.846721,20.0
7668,HYDRES08DEL01,17.478263,78.437865,21.0
D777,AURGRES13DEL01,19.890256,75.333503,35.0
17D9,INDORES010DEL02,22.88004,76.032847,36.0
7843,HYDRES17DEL01,17.521976,78.455883,45.0
3ECE,JAPRES07DEL03,26.906536,75.977333,30.0
7665,CHENRES04DEL02,13.15978,80.338812,31.0
50EB,COIMBRES09DEL01,11.048638,77.024311,32.0
6A41,VADRES14DEL01,22.381603,73.235012,17.0
C22D,KNPRES08DEL01,0.11,0.11,41.0
AD4B,CHENRES01DEL02,13.025801,80.270744,27.0
66A7,SURRES16DEL01,21.200437,72.814209,26.0
C031,KNPRES05DEL01,26.519108,80.355042,26.0
C18,HYDRES11DEL02,17.510448,78.498213,10.0
ABBB,MUMRES02DEL02,19.351315,72.992381,21.0
72F1,COIMBRES08DEL02,11.081852,77.056268,40.0
5B8C,MYSRES010DEL02,12.371214,76.671094,13.0
2327,MUMRES07DEL02,19.141458,72.877808,23.0
762C,MUMRES010DEL03,19.093517,72.91765,27.0
43DA,VADRES01DEL01,22.377898,73.237788,42.0
1781,MYSRES010DEL03,12.381214,76.681094,24.0
660A,MUMRES18DEL01,19.1493,72.865451,34.0
4991,HYDRES14DEL02,17.556228,78.537495,38.0
5EDC,JAPRES16DEL01,26.959596,75.910512,27.0
4E1A,BANGRES20DEL03,13.032161,77.656014,18.0
4B54,VADRES05DEL01,22.420526,73.280937,45.0
2D8A,HYDRES08DEL02,17.568263,78.527865,33.0
6.3E+03,HYDRES18DEL03,17.540851,78.469347,31.0
D338,KOLRES09DEL03,22.545082,88.39783,31.0
8EAD,JAPRES02DEL03,26.974142,75.865704,26.0
825D,RANCHIRES12DEL02,0.08,0.08,43.0
1CE5,HYDRES02DEL02,17.46233,78.499654,16.0
AB45,INDORES19DEL02,22.795536,75.943106,28.0
7258,MUMRES09DEL01,19.104049,72.935203,36.0
BA52,RANCHIRES07DEL03,23.389407,85.355055,33.0
BAEA,RANCHIRES04DEL03,23.449033,85.415347,24.0
8C19,CHENRES05DEL02,13.108616,80.314151,49.0
C306,KNPRES07DEL02,26.522001,80.404002,17.0
2471,JAPRES15DEL02,26.971191,75.882083,20.0
7A24,MYSRES19DEL02,12.384022,76.668203,15.0
A72C,SURRES06DEL03,21.245047,72.86859,15.0
1177,JAPRES12DEL03,26.932908,75.822934,15.0
B641,MUMRES20DEL02,19.153249,72.896749,26.0
3C70,COIMBRES06DEL03,11.111278,77.085017,35.0
C34E,AURGRES09DEL01,19.944103,75.438419,17.0
CC63,AGRRES20DEL02,27.288822,78.175359,27.0
4C35,RANCHIRES07DEL01,23.399407,85.365055,18.0
7A16,INDORES16DEL02,22.824648,75.974377,18.0
125E,VADRES12DEL03,0.06,0.06,16.0
5D9C,RANCHIRES08DEL01,23.363783,85.336967,17.0
8AAD,INDORES19DEL02,22.765536,75.913106,11.0
4BC2,COIMBRES09DEL02,11.028638,77.004311,19.0
7AD7,VADRES12DEL02,0.13,0.13,15.0
E168,BHPRES16DEL02,23.394015,77.538236,27.0
88EB,RANCHIRES01DEL01,23.486792,85.386842,35.0
B4AD,CHENRES02DEL01,13.196438,80.330672,47.0
3488,MYSRES05DEL01,12.333978,76.637961,23.0
2B14,BANGRES04DEL03,13.01041,77.670489,22.0
585D,JAPRES14DEL01,26.95842,75.870689,25.0
8.7E+04,COIMBRES15DEL01,11.076686,77.021736,28.0
8472,RANCHIRES11DEL03,23.419194,85.385447,25.0
4320,PUNERES13DEL01,18.57245,73.926619,15.0
D9C7,LUDHRES16DEL01,30.905817,75.823112,32.0
2916,INDORES13DEL02,22.825049,75.972471,19.0
6EE2,VADRES16DEL01,0.07,0.07,22.0
65C3,PUNERES05DEL02,18.593626,73.955101,29.0
4EE2,INDORES06DEL01,22.768163,75.924212,17.0
C858,DEHRES12DEL01,0.07,0.07,48.0
A5B,BANGRES13DEL03,13.025662,77.70413,17.0
8726,JAPRES13DEL03,26.986156,75.9423,31.0
8879,PUNERES12DEL01,18.590016,73.900547,38.0
B994,VADRES04DEL02,0.13,0.13,39.0
2DC8,CHENRES01DEL02,13.085801,80.330744,24.0
1C58,VADRES03DEL02,22.45,73.3,38.0
749E,INDORES18DEL02,22.833838,75.977429,20.0
1945,VADRES07DEL02,0.08,0.08,12.0
76CB,HYDRES010DEL01,17.438294,78.414423,26.0
4294,COIMBRES02DEL01,11.092477,77.065667,20.0
2BFA,MYSRES08DEL03,12.387954,76.755169,29.0
C2A7,LUDHRES05DEL03,30.965562,75.892841,24.0
C74B,KNPRES18DEL01,26.584133,80.4581,40.0
AF86,MUMRES18DEL02,19.2393,72.955451,24.0
AEAF,RANCHIRES02DEL01,0.07,0.07,29.0
385C,CHENRES11DEL03,13.154181,80.326442,43.0
97CD,JAPRES05DEL01,26.945287,75.834592,20.0
5921,COIMBRES05DEL03,11.052169,77.029594,18.0
605,MYSRES20DEL02,12.387978,76.666792,16.0
A854,CHENRES13DEL03,13.087018,80.314791,30.0
C67F,AURGRES02DEL02,0.13,0.13,47.0
357D,VADRES02DEL03,0.03,0.03,16.0
1B55,MUMRES03DEL03,19.28384,72.901347,29.0
1126,RANCHIRES03DEL02,0.02,0.02,30.0
B318,CHENRES18DEL02,13.001615,80.251598,20.0
83FE,BANGRES16DEL02,13.049198,77.590997,19.0
AF7A,JAPRES05DEL01,26.915287,75.804592,16.0
7423,HYDRES16DEL03,17.530827,78.483391,15.0
3B7A,INDORES01DEL01,22.705207,75.876059,34.0
C639,KOCRES14DEL01,10.097014,76.378053,44.0
4285,VADRES010DEL01,22.350329,73.209083,31.0
E233,GOARES09DEL02,15.353897,73.964336,19.0
ADFF,SURRES17DEL03,21.239569,72.862697,20.0
2EE5,MYSRES16DEL03,12.406967,76.693067,44.0
935F,CHENRES11DEL01,13.174181,80.346442,22.0
6F6B,PUNERES010DEL03,18.569299,73.927902,14.0
25F9,BANGRES07DEL02,13.058453,77.723685,20.0
1DDB,JAPRES01DEL01,26.91519,75.820753,12.0
781E,MYSRES07DEL03,12.415461,76.722278,17.0
5EA1,JAPRES01DEL02,26.95519,75.860753,29.0
D537,KOLRES08DEL02,22.55796,88.369843,44.0
C2CC,LUDHRES06DEL01,30.965204,75.892103,26.0
42BF,JAPRES09DEL01,26.921378,75.799034,10.0
11EA,SURRES06DEL01,21.195047,72.81859,16.0
75F5,SURRES18DEL01,21.259834,72.888666,44.0
90C4,MUMRES11DEL01,19.104237,72.935553,30.0
DEB,PUNERES16DEL01,18.606718,73.900327,42.0
5DC0,MYSRES01DEL02,12.391072,76.734878,25.0
AE2E,BANGRES07DEL01,13.088453,77.753685,41.0
705E,PUNERES08DEL02,18.61408,73.97852,19.0
D606,DEHRES11DEL01,0.07,0.07,31.0
9794,SURRES13DEL02,21.220096,72.839122,15.0
8820,MUMRES06DEL01,19.095831,72.873984,16.0
9AEB,RANCHIRES06DEL01,23.397804,85.365146,36.0
6C0D,RANCHIRES01DEL02,23.546792,85.446842,46.0
3CB1,CHENRES05DEL02,13.138616,80.344151,18.0
BCF,HYDRES17DEL03,17.511976,78.445883,23.0
371D,VADRES08DEL02,0.05,0.05,18.0
9114,VADRES13DEL01,22.420237,73.268921,27.0
DCE1,GOARES17DEL01,15.536162,73.865364,27.0
22CD,INDORES06DEL03,22.818163,75.974212,44.0
DB4F,LUDHRES04DEL01,30.984057,75.90982,43.0
6081,HYDRES18DEL02,17.470851,78.399347,11.0
C4CA,LUDHRES02DEL02,0.02,0.02,18.0
7DD,SURRES08DEL02,21.193343,72.812731,10.0
BDFF,JAPRES010DEL02,27.051411,75.923604,15.0
4B71,PUNERES13DEL02,18.69245,74.046619,33.0
A7FB,HYDRES07DEL01,17.534114,78.457554,39.0
986B,INDORES08DEL02,22.805747,75.978497,21.0
E213,KOLRES15DEL01,22.662672,88.462885,14.0
2964,CHENRES05DEL01,13.098616,80.304151,20.0
8C6B,COIMBRES11DEL02,11.131753,77.116241,22.0
46A1,PUNERES06DEL01,18.616258,73.974337,26.0
C84C,KNPRES20DEL01,26.54,80.42,34.0
60BA,MUMRES09DEL03,19.024049,72.855203,40.0
331F,BANGRES18DEL02,12.993041,77.763237,41.0
17DE,SURRES18DEL02,21.229834,72.858666,37.0
62C6,JAPRES03DEL01,26.953483,75.843139,25.0
8ADA,PUNERES16DEL01,18.546719,73.840328,17.0
9377,MUMRES02DEL01,19.291315,72.932381,36.0
AA7B,MYSRES16DEL02,12.366967,76.653067,13.0
CE32,ALHRES05DEL03,25.517687,81.895585,31.0
3FFB,VADRES01DEL01,22.347898,73.207788,11.0
6160,MYSRES06DEL02,12.453994,76.756167,26.0
A19C,PUNERES010DEL03,18.569299,73.927902,32.0
5189,JAPRES010DEL01,27.031411,75.903604,21.0
3A60,CHENRES08DEL03,13.082394,80.302439,16.0
C7F5,AGRRES17DEL02,27.237772,78.12725,22.0
6CB8,JAPRES16DEL02,26.929596,75.880512,43.0
8FF3,MUMRES11DEL03,19.084237,72.915553,38.0
2E1D,BANGRES08DEL03,12.996229,77.686791,16.0
655C,MYSRES08DEL02,12.427954,76.795169,44.0
DC19,DEHRES06DEL02,30.381281,78.088022,16.0
4E+41,INDORES13DEL02,22.825049,75.972471,24.0
ACD1,MUMRES03DEL01,19.23384,72.851347,18.0
BE3D,MYSRES08DEL02,12.427954,76.795169,15.0
4F8B,RANCHIRES06DEL02,23.377804,85.345146,21.0
CDDB,KOLRES06DEL01,22.603662,88.436217,26.0
97F4,JAPRES05DEL02,26.955287,75.844592,13.0
C57,MUMRES06DEL01,19.165831,72.943984,48.0
7F90,HYDRES01DEL01,17.480371,78.507225,34.0
3029,BANGRES11DEL02,12.984365,77.666155,32.0
6782,HYDRES02DEL03,17.44233,78.479654,42.0
341A,RANCHIRES07DEL03,23.389407,85.355055,28.0
3AC2,RANCHIRES18DEL03,23.381489,85.354253,14.0
3CCE,HYDRES17DEL02,17.531976,78.465883,43.0
9D15,MYSRES010DEL02,12.451214,76.751094,47.0
9367,CHENRES07DEL03,13.141878,80.308519,17.0
897C,MUMRES18DEL01,19.2193,72.935451,51.0
FF1,MYSRES19DEL02,12.384022,76.668203,17.0
B1D2,MYSRES01DEL02,12.331072,76.674878,30.0
D9C9,AGRRES09DEL02,0.05,0.05,32.0
AB27,BANGRES14DEL03,13.039934,77.789386,27.0
29ED,BANGRES09DEL03,13.024179,77.705797,27.0
DABD,LUDHRES12DEL03,30.923244,75.851817,33.0
D7B5,KOLRES11DEL01,22.687821,88.510581,15.0
9B6B,COIMBRES16DEL02,11.140375,77.08295,22.0
45A8,CHENRES08DEL02,13.072394,80.292439,24.0
C5EA,AGRRES05DEL02,27.331725,78.137553,20.0
68EC,JAPRES20DEL03,27.046431,75.866649,45.0
5C68,MUMRES09DEL01,19.104049,72.935203,14.0
9277,HYDRES18DEL03,17.480851,78.409347,16.0
A551,HYDRES20DEL03,17.573216,78.642111,40.0
5C6F,INDORES12DEL01,22.85806,76.0034,52.0
753E,HYDRES01DEL03,17.470371,78.497225,24.0
7856,CHENRES16DEL02,13.099645,80.292268,20.0
90CC,RANCHIRES18DEL03,23.441489,85.414253,14.0
2900,VADRES12DEL01,0.11,0.11,32.0
9C53,MUMRES20DEL01,19.113249,72.856749,16.0
1B0E,PUNERES13DEL03,18.59245,73.946619,28.0
7805,BANGRES03DEL01,13.049166,77.710709,29.0
CD84,KOLRES18DEL02,22.699367,88.563187,23.0
43FE,VADRES06DEL01,22.42279,73.280283,29.0
4BFA,JAPRES19DEL01,26.953726,75.792821,30.0
4A5D,JAPRES010DEL01,26.961411,75.833604,32.0
79F5,HYDRES15DEL01,17.49971,78.408855,21.0
26A6,COIMBRES14DEL03,11.033681,77.005525,26.0
25EA,BANGRES05DEL01,12.980324,77.655748,17.0
948,JAPRES16DEL01,26.919596,75.870512,37.0
AA4,PUNERES08DEL01,18.57408,73.93852,25.0
6D8C,MYSRES19DEL01,12.344022,76.628203,15.0
1292,VADRES15DEL01,0.01,0.01,19.0
ACFD,HYDRES05DEL02,17.453809,78.406744,28.0
7813,PUNERES08DEL01,18.57408,73.93852,27.0
543F,HYDRES15DEL02,17.47971,78.388855,12.0
B97E,VADRES20DEL02,22.391358,73.244798,27.0
CDB3,ALHRES01DEL03,25.514648,81.894502,21.0
93DA,BANGRES14DEL01,12.989934,77.739386,15.0
69B6,CHENRES16DEL01,13.089645,80.282268,18.0
B246,PUNERES20DEL02,18.672718,73.853572,38.0
D991,KOCRES13DEL02,10.041703,76.343136,23.0
6502,JAPRES18DEL01,27.023987,75.862891,29.0
D5B6,KNPRES010DEL02,26.52775,80.401569,26.0
B4BC,RANCHIRES05DEL02,23.405164,85.374097,10.0
3.6E+10,BANGRES20DEL02,13.052161,77.676014,29.0
51B9,HYDRES20DEL01,17.553216,78.622111,39.0
C2F4,AGRRES02DEL03,0.03,0.03,25.0
63B8,VADRES07DEL02,0.13,0.13,27.0
7304,VADRES09DEL01,0.01,0.01,22.0
5F43,JAPRES11DEL02,27.03294,75.923007,32.0
ADFD,INDORES06DEL01,22.838163,75.994212,37.0
54D2,RANCHIRES06DEL02,23.487804,85.455146,43.0
7.4E+08,PUNERES04DEL03,18.57421,73.898429,27.0
AAC7,MUMRES16DEL01,19.230083,73.017385,33.0
3CD3,CHENRES09DEL02,13.094694,80.31147,17.0
767E,HYDRES08DEL02,17.458263,78.417865,15.0
466E,INDORES010DEL01,22.82004,75.972847,38.0
614F,COIMBRES010DEL01,11.013008,76.98544,38.0
CC53,DEHRES12DEL01,0.01,0.01,18.0
8515,MUMRES18DEL01,19.2193,72.935451,32.0
3B6F,BANGRES09DEL01,12.974179,77.655797,34.0
4265,PUNERES15DEL03,18.726215,73.841081,33.0
9FE5,PUNERES05DEL02,18.593626,73.955101,15.0
7174,SURRES18DEL01,21.189834,72.818666,22.0
D683,GOARES11DEL01,15.554419,73.765736,15.0
AF96,CHENRES17DEL01,13.155479,80.34311,34.0
C8D0,DEHRES14DEL02,30.399528,78.120267,21.0
96F3,INDORES07DEL03,22.812634,75.976959,49.0
2DD8,COIMBRES11DEL02,11.081753,77.066241,38.0
7371,JAPRES07DEL01,26.836536,75.907333,14.0
C40E,DEHRES09DEL03,30.472735,78.194222,44.0
C25E,KNPRES06DEL01,0.04,0.04,46.0
7C61,MUMRES03DEL02,19.30384,72.921347,11.0
33CA,PUNERES17DEL02,18.550963,73.848972,38.0
4C58,PUNERES20DEL01,18.602718,73.783572,24.0
8695,HYDRES17DEL01,17.521976,78.455883,27.0
DBC3,KOCRES13DEL03,10.051703,76.353136,33.0
3093,VADRES15DEL01,0.04,0.04,46.0
D99D,BHPRES20DEL02,23.315123,77.478886,44.0
3BBB,INDORES04DEL02,22.883659,76.033365,34.0
889F,BANGRES03DEL01,12.989166,77.650709,18.0
D85,SURRES14DEL01,21.267729,72.878726,33.0
33DB,MUMRES01DEL02,19.25663,72.959976,21.0
6EFD,SURRES14DEL03,21.217729,72.828726,23.0
3259,MYSRES11DEL03,12.383225,76.690028,16.0
9FC0,CHENRES06DEL02,13.074347,80.277221,29.0
C3E1,ALHRES07DEL03,25.539659,81.929744,47.0
9B22,MYSRES02DEL02,12.434569,76.773622,37.0
15CF,CHENRES07DEL03,13.141878,80.308519,44.0
5A80,JAPRES16DEL03,26.939596,75.890512,34.0
B3B0,MYSRES09DEL02,12.403194,76.710583,40.0
834A,PUNERES06DEL01,18.556258,73.914337,20.0
9597,BANGRES07DEL02,13.108453,77.773685,33.0
6C9E,MUMRES16DEL01,19.230083,73.017385,10.0
6179,CHENRES02DEL02,13.136439,80.270672,21.0
B6F6,HYDRES01DEL03,17.500371,78.527225,45.0
45F1,INDORES05DEL02,22.777021,75.934167,26.0
78C9,INDORES15DEL03,22.850072,75.982574,38.0
DC8D,BHPRES17DEL02,23.298998,77.453573,18.0
1377,PUNERES09DEL03,18.596562,73.956485,26.0
BD46,HYDRES03DEL01,17.432819,78.459578,27.0
9C87,RANCHIRES14DEL02,0.05,0.05,28.0
AA9C,VADRES16DEL01,0.04,0.04,17.0
CF74,LUDHRES06DEL01,30.965204,75.892103,45.0
86F4,RANCHIRES12DEL01,0.01,0.01,25.0
4.6E+10,CHENRES08DEL03,13.052394,80.272439,29.0
59CF,BANGRES02DEL01,12.980221,77.655396,13.0
1B42,MYSRES17DEL01,12.396356,76.689103,23.0
6673,RANCHIRES16DEL03,23.461292,85.417872,33.0
528B,HYDRES09DEL01,17.501668,78.478321,24.0
8C7C,BANGRES04DEL01,13.02041,77.680489,24.0
BAF1,MYSRES07DEL01,12.435461,76.742278,10.0
E1ED,DEHRES13DEL03,30.426322,78.130453,12.0
54A5,MUMRES01DEL03,19.18663,72.889976,29.0
426A,VADRES04DEL01,0.01,0.01,15.0
34C0,INDORES05DEL02,22.807021,75.964167,51.0
AA50,BANGRES04DEL03,13.04041,77.700489,23.0
6A35,INDORES18DEL02,22.773839,75.917429,22.0
1F2B,CHENRES05DEL02,13.188616,80.394151,24.0
8165,VADRES13DEL01,22.320237,73.168921,19.0
CB0B,AURGRES18DEL02,19.908716,75.341461,21.0
3218,CHENRES01DEL03,13.035801,80.280744,28.0
67AA,COIMBRES02DEL02,11.072477,77.045667,18.0
7DB6,SURRES08DEL03,21.203343,72.822731,10.0
CFA9,ALHRES12DEL01,25.453994,81.870187,17.0
8D4F,MUMRES18DEL03,19.1993,72.915451,22.0
8D30,JAPRES06DEL02,27.041927,75.927282,38.0
D2E7,LUDHRES18DEL03,31.030184,75.969615,36.0
48C6,BANGRES09DEL01,12.944179,77.625797,24.0
6138,SURRES06DEL01,21.225047,72.84859,34.0
B0C3,PUNERES08DEL02,18.55408,73.91852,41.0
9D57,COIMBRES08DEL03,11.091852,77.066268,39.0
37C7,BANGRES04DEL01,13.09041,77.750489,23.0
7256,COIMBRES08DEL02,11.081852,77.056268,44.0
DDD3,DEHRES20DEL02,0.08,0.08,27.0
BC71,MYSRES03DEL01,12.309524,76.65262,28.0
D477,AGRRES11DEL03,27.223303,78.117044,26.0
1927,BANGRES03DEL03,13.039166,77.700709,16.0
2DEF,SURRES11DEL01,21.197735,72.808778,21.0
9D45,MUMRES09DEL01,19.104049,72.935203,15.0
A6EC,BANGRES19DEL03,12.974264,77.7384,27.0
78EC,BANGRES06DEL01,13.019096,77.680625,39.0
6DA1,MUMRES14DEL01,19.2513,72.906191,18.0
71D2,HYDRES15DEL03,17.51971,78.428855,25.0
996E,MUMRES19DEL01,19.17114,72.853074,35.0
98BA,PUNERES01DEL01,18.579156,73.784723,19.0
B576,VADRES18DEL02,0.13,0.13,20.0
8C78,VADRES09DEL02,0.13,0.13,26.0
159B,PUNERES12DEL01,18.590016,73.900547,31.0
2A72,VADRES16DEL03,0.06,0.06,19.0
C0CB,KOCRES06DEL03,10.042834,76.343268,29.0
C555,GOARES06DEL01,15.60155,73.789092,27.0
2B86,RANCHIRES04DEL03,23.449033,85.415347,18.0
B321,PUNERES07DEL02,18.626947,73.980626,22.0
74CF,RANCHIRES01DEL02,23.466792,85.366842,41.0
5CFC,COIMBRES13DEL02,11.133669,77.106494,45.0
447B,VADRES17DEL03,0.06,0.06,24.0
4A6C,MUMRES07DEL01,19.101458,72.837808,19.0
B8ED,MYSRES03DEL01,12.409524,76.75262,18.0
2FF8,CHENRES20DEL02,13.055996,80.301898,31.0
8E7F,PUNERES19DEL01,18.603935,73.955367,19.0
61CA,PUNERES12DEL02,18.600016,73.910547,15.0
719A,PUNERES11DEL01,18.643811,74.009315,16.0
2254,COIMBRES18DEL03,11.05091,76.970432,10.0
9168,JAPRES18DEL02,26.963987,75.802891,31.0
743E,HYDRES01DEL03,17.440371,78.467225,22.0
D0AF,LUDHRES11DEL01,30.903081,75.831495,22.0
1734,CHENRES02DEL02,13.166438,80.300672,35.0
A7EF,HYDRES17DEL02,17.471976,78.405883,17.0
8CF4,SURRES04DEL03,21.233493,72.861953,11.0
6C4C,INDORES19DEL02,22.765536,75.913106,15.0
5C3E,BANGRES15DEL02,13.105377,77.826664,31.0
9F93,BANGRES19DEL03,12.944264,77.7084,24.0
7987,HYDRES16DEL02,17.520827,78.473391,19.0
BE2C,SURRES02DEL01,21.296608,72.904136,20.0
7DBA,INDORES18DEL02,22.883838,76.027429,23.0
673F,VADRES13DEL01,22.420237,73.268921,18.0
D33E,ALHRES17DEL03,25.59235,81.981889,21.0
1FA3,HYDRES14DEL03,17.486228,78.467495,25.0
2378,MYSRES09DEL01,12.433194,76.740583,35.0
CE5,BANGRES12DEL02,12.959496,77.645999,15.0
C436,AGRRES06DEL02,0.05,0.05,16.0
5F98,VADRES07DEL02,0.13,0.13,21.0
CCAF,LUDHRES16DEL01,30.905817,75.823112,24.0
D83A,KOCRES20DEL01,10.089186,76.427361,40.0
DA5E,LUDHRES06DEL02,30.975204,75.902103,22.0
C6EF,KOCRES08DEL03,10.015497,76.306999,22.0
6F09,COIMBRES11DEL02,11.051753,77.036241,18.0
A6B2,SURRES20DEL03,21.24276,72.868059,44.0
66FC,CHENRES02DEL02,13.136439,80.270672,16.0
CCCF,ALHRES14DEL03,25.599775,81.974841,23.0
C0B3,KNPRES06DEL02,0.02,0.02,22.0
